Statement,Label
Serum Institute CEO on PM Modi‰Ûªs Covid-19 vaccine vision: ‰Û÷Your arrangements will take care of all needs for Indians‰Ûª,1
Statue of Periyar found smeared with saffron dye,1
"Farmers playing major role in building Aatmanirbhar Bharat, says PM Modi",1
"LAC: As hopes recede, Army readies troops for winter deployment",1
The respect Isher commanded in the economics world was striking,1
Surat: Two more held in Rs 1.33 cr banned drug seizure case,1
Gujarat: ATS arrests man accused of printing counterfeit currency,1
"CAG report: ‰Û÷Utilisation certificates worth Rs 4,200 crore not submitted by Gujarat government‰Ûª",1
"No strong push for public schooling in India, says Amartya Sen on NEP",1
"Woman drugged, raped on bus in Meerut: cops",1
UP: Fourth accused held in Hathras gangrape case,1
Mathura: Civil suit seeks removal of mosque from ‰Û÷Krishna birthplace‰Ûª,1
Notice to Uttarakhand MLA over ‰Û÷tarnishing‰Ûª govt‰Ûªs image,1
Kerala Lottery Today Results announced: First prize is worth Rs 80 lakh!,1
"Spiritual guru of Vedic Ashram dies, mortal remains flown to India for last rites",1
Lesbian couple in UP seeks police protection after family threats,1
"Suit in Mathura court seeks ownership of Krishna Janmabhoomi land, removal of Idgah Masjid",1
Aligarh BJP leaders stage protest after woman files ‰Û÷harassment‰Ûª complaint,1
Adityanath: Rs 10-lakh aid for kin of mediapersons who died of Covid,1
"China, Pakistan in mind, PM to spell out India priorities at UNGA today",1
"College students, school dropout ‰ÛÓ women lead farm protests in Punjab",1
Online nominations and masks: 3-phase voting in Bihar‰Ûªs Covid election,1
Top court to examine if case against anchor Amish Devgan needs investigation,1
"S P Balasubrahmanyam: Sang for 4 generations of heroes, will be remembered for 7 generations",1
Co-operative sector leader‰Ûªs suicide in Surat: Suspended cop arrested from highway in Maharashtra,1
J&K Police announce SIT to probe killing of advocate Babar Qadri in Srinagar,1
J&K: Two LeT militants killed in gunfight at Anantnag; 4 villagers injured in blast at site,1
One sub-inspector injured: Vadodara police arrests 7 for attacking cops,1
"At the helm of protests in Punjab: A farmer‰Ûªs daughter, a security guard‰Ûªs daughter, a class IX dropout",1
88% Covid positive pregnant women asymptomatic: Study,1
Surat: 30 KSG members detained over farm bill protest,1
"Farmers stage protests across country against new farm bills, stir set to intensify",1
"Subsidy eating into resources, Punjab may run agri tube wells on solar power",1
2 suspended for oxygen supply issues at Jammu hospital,1
‰Û÷Want justice and only justice‰Ûª: Son of killed BDC chairman in Budgam,1
"Aatmanirbhar scheme: Gujarat govt expresses inability to give details, says it will affect Covid fight",1
Blasts trigger fire at ONGC plant in Surat,1
Crime against women: UP CM asks officials to put up name-and-shame posters,1
Tamil Nadu CM Palaniswami seeks more funds to fight pandemic,1
Nuclear scientist Sekhar Basu succumbs to Covid,1
Maharashtra: Govt caps rates for HRCT test,1
"Kerala adds 11,000 Covid cases in two days; CM says situation grave",1
"Were slow in reaching out to farmers, village level meeting from Oct 1: BJP Kisan Morcha",1
"Featured on TIME‰Ûªs list, Bilkis says would have been happier if demand was met",1
"Ready to lead fight against farm Bills, says Capt Amarinder Singh",1
"Farmers begin 3-day ‰Û÷rail roko‰Ûª in Punjab, train services take a hit",1
"Boost for Haryana‰Ûªs agitating farmers, get support from 4 BJP leaders, all former MLAs",1
Telangana Police on alert as Maoists attempt to reestablish base,1
"Sasikala writes to Bengaluru prison officials, requests not to reveal details of her release",1
Kerala state Lottery Today Results announced: First prize is worth Rs 80 lakh!,1
Journalist Pradeep Bhandari assaulted in Mumbai,1
NCB should probe if Kangana had said she took drugs: BJP leader,1
Gujarat: Manavadar to get a riverfront,1
Man detained for ‰Û÷confining and raping‰Ûª employee,1
"Gujarat: Horticulture officer ‰Û÷caught‰Ûª taking bribe of Rs 12,000",1
Vadodara MP opposes making of building overlooking Pratap Vilas Palace,1
GLDC official booked in disproportionate assets case; Rs 2.20 crore not accounted for,1
"Got offers from ruling parties, but not met anyone in last 2 months: Eknath Khadse",1
"Maharashtra: Amid cash crunch, govt issues Rs 391 crore guarantees to sugar mills",1
"After labour strike and lockout, PepsiCo to close production unit in Kerala",1
"Day after 12-year-old dies, kin say ‰Û÷beaten to death over suspicion of theft‰Ûª",1
Laxmi Vilas hotel case: Rajasthan HC stays arrest warrant against Arun Shourie,1
"Seated atop tractor, Navjot Singh Sidhu leads protest march against agri Bills",1
"In poll run-up, echoes of Bihar in Lok Sabha",1
"Session of rancour ends prematurely, battle over farm Bills set to continue",1
"Monsoon session: Oppn boycott on, Rajya Sabha passes 8 Bills in less than 4 hours",1
"Punjab Cabinet nod for reformation of Vigilance Commission, 13 years after it was scrapped",1
Rajya Sabha passes FCRA amendment bill,1
‰Û÷Need to assess if local lockdowns are effective in containing Covid-19‰Ûª: PM Modi to states,1
"Water quality of Ganga, four other major rivers deteriorated during lockdown: CPCB report",1
"I am innocent, subjected to witch-hunt: Rhea Chakraborty in bail plea",1
Mehbooba Mufti‰Ûªs daughter moves SC seeking to amend plea against continued detention of her mother,1
"Patiala, Badal village ‰Û÷pakka morchas‰Ûª lifted to let union footsoldiers focus on Sept 25 bandh",1
Interview: Haryana BKU Chief | ‰Û÷Dushyant Chautala should snap ties with ally BJP‰Ûª,1
Punjab mandi unrest includes labourers: ‰Û÷Govt playing with lives of lakhs‰Ûª,1
"Ideologies set aside, 31 Punjab farmers‰Ûª groups come together to protest against agri Bills, a first",1
Farmers‰Ûª anger against Bills based on misunderstanding: Dushyant Chautala,1
"Amendment bill passed in Gujarat Assembly: Sexual offenders, cyber criminals to face PASA",1
Opposition parties boycott Lok Sabha in solidarity with suspended RS MPs,1
Surat Dhanvantri Rath drivers end strike after assurance on payment,1
"Onion, potato, cereals off essential commodities list, amendment Bill passed",1
Four labour bills passed in Gujarat Assembly : Easier for small firms to lay off workers,1
"Mathura: Boy tries to enter girl‰Ûªs house at midnight, ‰Û÷beaten to death‰Ûª",1
Uddhav Thackeray govt declares sops for Maratha youth,1
"BJP as mediator, AIADMK and Sasikala hold talks for merger",1
Sheena Bora murder case: Approver Shyamvar Rai‰Ûªs bail rejected again,1
"Ladakh political, religious leaders call for boycott of elections to LAHDC, Leh",1
"Kerala: Over 100 cops test positive for Covid-19, CM blames Opposition protests",1
Karnataka BJP strongly refutes reports about changing BS Yediyurappa as CM,1
Parliament Session Day 9: Oppn boycotts Lok Sabha; Rajya Sabha passes 7 key bills in three hours,1
Illegal mining case: Himachal HC summons Mandi mining officer,1
PM Modi visited 58 countries since 2015 at expenditure of Rs 517 crore: Govt,1
Sushil Modi: It‰Ûªs NDA that gave 17% reservation to SC/STs in panchayat elections,1
"AP launches new app that integrates 87 services including lodging complaint online, checking fake news",1
Opposition to boycott Rajya Sabha till ‰Û÷three demands‰Ûª met; suspended MPs end sit-in protest,1
"SAD delegation meets President, urges him not to sign farm Bills",1
8 Oppn MPs suspended for ‰Û÷unruly behaviour‰Ûª in RS,1
NIA claims arrest of key LeT funds man on arrival from Gulf,1
"Mahoba gangster arrested, but not for businessman‰Ûªs murder",1
"Bid to assure: MSP up for six crops, BJP tells MPs to spread the word",1
"2018 flood impact: Kerala soil 80% more prone to erosion, says new study",1
Chhattisgarh: Bhupesh Baghel inaugurates airport in LWE-affected Jagdalpur,1
"Maharashtra: 5 days after delivering stillborn baby, doctor dies of Covid-19",1
Akali Dal‰Ûªs stand not in interest of farmers: Fadnavis,1
Onion prices touch new high as traders rule out immediate imports,1
Muting of democratic India continues: Congress on Rajya Sabha MPs suspension,1
"Indian citizenship granted to 2,120 Pakistanis, 188 Afghans, 99 Bangladeshis in last 4 years",1
"Coronavirus India Updates, Sept 21: Recovery rate crosses 80% mark; schools reopen with few students in J&K",1
"Farm Bills ‰Û÷needed for 21st century India,‰Ûª says PM Modi amid protests",1
Tablighi Jamaat event caused coronavirus to spread to ‰Û÷many persons‰Ûª: MHA,1
"Maharashtra: Covid cases cross 2,000-mark across state jails",1
More persons involved in al-Qaeda conspiracy: NIA,1
"To encourage use of Marathi, govt sets up committee to submit draft rules to amend law",1
US court lifts stay on Devas plea for compensation for cancelling deal,1
"Don‰Ûªt sign farm Bills, Sukhbir Badal urges President",1
"Two JJP MLAs join Haryana farmer protests, one says, ‰Û÷ready to resign if people ask me to‰Ûª",1
Rajya Sabha ruckus: Rajnath terms Oppn conduct ‰Û÷shameful‰Ûª; Congress calls it ‰Û÷anti-farmer day‰Ûª,1
No restrictions on movement of individuals in J&K: govt,1
"Farmers intensify protests, water cannons used to stop Congress activists from entering Haryana",1
RS passes amendments to insolvency code: Govt says priority is to keep companies growing rather than to liquidate,1
"Epidemic Diseases (Amendment) Bill passed Govt formulating national public health law, says minister",1
"YSRCP MP calls party govt in Andhra ‰Û÷anti-Hindu‰Ûª, faces disqualification",1
Anurag Thakur now says PMNRF was Gandhi family‰Ûªs ‰Û÷jaagir‰Ûª,1
Mahua Moitra takes on PM CARES: 70% corpus from 38 PSU donations,1
Parliament Session Day 6: LS clears Taxation bill; fierce debate on PM Cares fund; and more,1
Govt proposes allowing cos with not less than 300 workers to fire staff without its nod,1
Union minister S Jaishankar‰Ûªs mother passes away,1
Lok Sabha passes taxation bill,1
Centre approves new medical college in Godhra,1
Start recruiting for vacant posts in 3 months: UP CM,1
"Contentious Bills slated for Rajya Sabha, Centre talks to non-Congress Opposition parties",1
"Protesting against farm Bills, debt-hit farmer dies by suicide at Badal village",1
"Bills anti-farmer, will help rich: Mayawati, Akhilesh",1
BSY says awaiting BJP nod to go ahead with cabinet expansion,1
Glacier retreat in Himalayas to cause water crisis: study,1
Rajasthan Congress leader who tested Covid positive held for violating quarantine,1
"Do not block movement, supply of oxygen, MHA tells states",1
"Elvis Gomes quits as AAP Goa convenor, says will work at grassroots level",1
Uttar Pradesh Police adds sedition to case against AAP MP Sanjay Singh,1
Burger Singh to open 40 outlets in Gujarat,1
"Naga peace talks: NSCN-IM to reiterate demand for separate flag, constitution",1
"Liquor mafia operating in Punjab under political patronage, Centre should probe, says Dullo",1
Punjab and Haryana farmers opposing new agriculture Bills face hate on social media,1
"PM Modi inaugurates Kosi Rail Mahasetu, slew of rail projects for Bihar; slams slow progress under UPA",1
"Parliament Highlights: Sitharaman takes dig at Cong, says launching MGNREGA is one thing, using it effectively is another",1
"On last day in office, Goa Lokayukta starts proceedings against BJP MLA",1
Punjab and Haryana HC stays appointment of chairperson of UBS by PU,1
"Covid-19: India‰Ûªs mortality rate lowest, govt aims to bring it down to below 1 per cent, says Health minister",1
"Agriculture Minister targets Oppn, says UPA, in its 10 years, didn‰Ûªt approve Swaminathan recommendations",1
"Odisha seeks Rs 1,100 crore central aid for flood damage",1
"In first, Jharkhand gets social audit team to boost NREGA work demand",1
"Bihar elections: JDU looks to contest 115 seats, wants BJP to fight 128, accommodate LJP",1
‰Û÷Deeply concerned‰Ûª by onion export ban: Bangladesh to India,1
PDP leader Naeem Akhtar released from house detention,1
Indian cities drop in Global Smart City Index; Singapore on top,1
"Odisha: Enraged over being tortured, two minor sons kill mother",1
Parliament Highlights: Lok Sabha passes two contentious farm bills by voice vote,1
‰Û÷Decide cases against legislators within a year‰Ûª: Amicus report to SC,1
"Govt talking to China, why no dialogue with Kashmir, asks PDP youth wing",1
